Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge,removed
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,3/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.9,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,27,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$24.3000,3/8/2021,dsmanik,s,27,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,24.3,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$5.4000,3/8/2021,dsmanik,s,6,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,5.4,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$7.2000,3/8/2021,dsmanik,s,8,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,7.2,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,3/8/2021,dsmanik,s,4,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.2,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,3/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.9,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,12,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.6000,3/8/2021,dsmanik,s,12,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.6,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,3,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,-0.01,0,$0.1200,3/8/2021,dsmanik,s,3,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.12,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,13,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$11.7000,3/8/2021,dsmanik,s,13,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,11.7,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,14,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$12.6000,3/8/2021,dsmanik,s,14,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,12.6,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,7,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$6.3000,3/8/2021,dsmanik,s,7,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,6.3,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.3000,3/8/2021,dsmanik,s,6,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.3,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.1050,3/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.105,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$0.9000,3/8/2021,dsmanik,s,1,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.9,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$1.8000,3/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,1.8,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$7.2000,3/8/2021,dsmanik,s,8,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,7.2,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$3.6000,3/8/2021,dsmanik,s,4,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,3.6,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,8,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.4000,3/8/2021,dsmanik,s,8,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.4,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,9,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$0.4725,3/8/2021,dsmanik,s,9,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.4725,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,6,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$5.4000,3/8/2021,dsmanik,s,6,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,5.4,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,2,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.1000,3/8/2021,dsmanik,s,2,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.1,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0,0,$0.2000,3/8/2021,dsmanik,s,4,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,0.2,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,11,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI,Per Unit,0.05,0.85,0,$9.9000,3/8/2021,dsmanik,s,11,luxa,luxa,15/10/2021,10,c,0.15,vivaldi,per unit,0.05,9.9,undefined
0,08/03/2021,DSmanik,WEX-BESTX-OPT,BYO,1,SPAK,SPAK,17/09/2021,$20.00,P,$0.45,DIFESA-OMNI,Per Unit,0.05,-0.85,0,$(0.8000),3/8/2021,dsmanik,b,1,spak,spak,17/9/2021,20,p,0.45,difesa,per unit,0.05,-0.8,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.08,VIVALDI-OMNI,Per Unit,0.05,-0.3,0,$(0.2500),3/8/2021,dsmanik,s,1,ipof,ipof,17/9/2021,10,c,0.08,vivaldi,per unit,0.05,-0.25,undefined
0,08/03/2021,DFilippidis,WEX-SWEEP,BYO,-500,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(25.0000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-25,true
0,08/03/2021,DFilippidis,WEX-SWEEP,BYO,500,CANO,CANO,17/09/2021,$7.50,P,$0.15,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0.05,0,0,$25.0000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,25,true
0,08/03/2021,DFilippidis,WEX-SWEEP,BYO,-5,CYXT,CYXT,17/09/2021,$7.50,P,$0.35,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(0.2500),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-0.25,true
0,08/03/2021,DFilippidis,WEX-SWEEP,BYO,5,CYXT,CYXT,17/09/2021,$7.50,P,$0.35,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0.05,0,0,$0.2500,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0.25,true
0,08/03/2021,DFilippidis,WEX-BESTX-OPT,BYO,-1,SPAK,SPAK,17/09/2021,$20.00,P,$0.45,DIFESA-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(0.0500),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-0.05,true
0,08/03/2021,DFilippidis,WEX-BESTX-OPT,BYO,1,SPAK,SPAK,17/09/2021,$20.00,P,$0.45,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0.05,0,0,$0.0500,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0.05,true
0,08/03/2021,DFilippidis,WEX-SWEEP,SLO,-20,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(1.0000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-1,true
0,08/03/2021,DFilippidis,WEX-SWEEP,SLO,-180,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(9.0000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-9,true
0,08/03/2021,DFilippidis,WEX-SWEEP,SLO,20,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-GS-444_ALLOCATIONS,Per Unit,0.05,0,0,$1.0000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,true
0,08/03/2021,DFilippidis,WEX-SWEEP,SLO,180,LUXA,LUXA,15/10/2021,$10.00,C,$0.15,VIVALDI-BNP-230_ALLOCATIONS,Per Unit,0.05,0,0,$9.0000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,9,true
0,08/03/2021,DFilippidis,WEX-SWEEP,SLO,-68,IPOF,IPOF,17/09/2021,$10.00,C,$0.09,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(3.4000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-3.4,true
0,08/03/2021,DFilippidis,WEX-SWEEP,SLO,68,IPOF,IPOF,17/09/2021,$10.00,C,$0.09,VIVALDI-GS-444_ALLOCATIONS,Per Unit,0.05,0,0,$3.4000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3.4,true
0,08/04/2021,DSmanik,WEX-SWEEP-SPRD,SLO,250,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$13.1250,4/8/2021,dsmanik,s,250,luxa,luxa,15/10/2021,10,c,0.13,vivaldi,per unit,0.05,13.125,undefined
0,08/04/2021,DSmanik,WEX-SWEEP-SPRD,SLO,40,LUXA,LUXA,15/10/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.0025,0,$2.1000,4/8/2021,dsmanik,s,40,luxa,luxa,15/10/2021,10,c,0.1,vivaldi,per unit,0.05,2.1,undefined
0,08/04/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,-261,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(13.0500),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-13.05,true
0,08/04/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,-29,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0.05,0,0,$(1.4500),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,-1.45,true
0,08/04/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,261,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-BNP-230_ALLOCATIONS,Per Unit,0.05,0,0,$13.0500,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,13.05,true
0,08/04/2021,DFilippidis,WEX-SWEEP-SPRD,SLO,29,LUXA,LUXA,15/10/2021,$10.00,C,$0.13,VIVALDI-GS-444_ALLOCATIONS,Per Unit,0.05,0,0,$1.4500,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1.45,true
0,08/05/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,800,GDX,GDX,20/01/2023,$31.00,P,$3.05,UBS-CUST,Per Unit,0.05,0,0.02,$56.0000,5/8/2021,dfilippidis,b,800,gdx,gdx,20/1/2023,31,p,3.05,ubs,per unit,0.05,56,undefined
0,08/05/2021,DSmanik,CBOE-OPT,SLO,12,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.6000,5/8/2021,dsmanik,s,12,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.6,undefined
0,08/05/2021,DSmanik,CBOE-OPT,SLO,12,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.6000,5/8/2021,dsmanik,s,12,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.6,undefined
0,08/05/2021,DSmanik,CBOE-OPT,SLO,7,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.3500,5/8/2021,dsmanik,s,7,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.35,undefined
0,08/05/2021,DSmanik,CBOE-OPT,SLO,10,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.5000,5/8/2021,dsmanik,s,10,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.5,undefined
0,08/05/2021,DSmanik,ISE-OPT,SLO,3,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.1500,5/8/2021,dsmanik,s,3,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.15,undefined
0,08/05/2021,DSmanik,ISE-OPT,SLO,3,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.1500,5/8/2021,dsmanik,s,3,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.15,undefined
0,08/05/2021,DSmanik,ISE-OPT,SLO,4,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.2000,5/8/2021,dsmanik,s,4,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.2,undefined
0,08/05/2021,DSmanik,ISE-OPT,SLO,1,KWEB,KWEB,20/01/2023,$50.00,P,$9.65,CITI,Per Unit,0.05,0,0,$0.0500,5/8/2021,dsmanik,s,1,kweb,kweb,20/1/2023,50,p,9.65,citi,per unit,0.05,0.05,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$2.7000,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.7,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,6,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$5.4000,5/8/2021,dsmanik,b,6,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,5.4,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,4,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,-0.01,0,$0.1600,5/8/2021,dsmanik,b,4,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.16,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,4,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,-0.01,0,$0.1600,5/8/2021,dsmanik,b,4,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.16,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,10,MYPS,MYPS,20/08/2021,$5.00,P,$0.19,DIFESA-OMNI,Per Unit,0.05,0.85,0,$9.0000,5/8/2021,dsmanik,b,10,myps,myps,20/8/2021,5,p,0.19,difesa,per unit,0.05,9,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,2,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.0025,0,$0.1050,5/8/2021,dsmanik,b,2,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.105,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,6,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.3000,5/8/2021,dsmanik,b,6,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.3,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$2.7000,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.7,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,10,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$9.0000,5/8/2021,dsmanik,b,10,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,9,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,9,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.4500,5/8/2021,dsmanik,b,9,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.45,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,2,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$1.8000,5/8/2021,dsmanik,b,2,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,1.8,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.1500,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.15,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$2.7000,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.7,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,10,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$9.0000,5/8/2021,dsmanik,b,10,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,9,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,19,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.9500,5/8/2021,dsmanik,b,19,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.95,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,19,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.9500,5/8/2021,dsmanik,b,19,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.95,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,14,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.0025,0,$0.7350,5/8/2021,dsmanik,b,14,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.735,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,14,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.0025,0,$0.7350,5/8/2021,dsmanik,b,14,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.735,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,21,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$1.0500,5/8/2021,dsmanik,b,21,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,1.05,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,1,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$0.9000,5/8/2021,dsmanik,b,1,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.9,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$2.7000,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.7,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,6,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$5.4000,5/8/2021,dsmanik,b,6,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,5.4,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,2,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$1.8000,5/8/2021,dsmanik,b,2,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,1.8,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,6,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$5.4000,5/8/2021,dsmanik,b,6,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,5.4,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.65,0,$2.1000,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.1,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,22,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.65,0,$15.4000,5/8/2021,dsmanik,b,22,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,15.4,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,5,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$4.5000,5/8/2021,dsmanik,b,5,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,4.5,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$2.7000,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.7,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,21,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$1.0500,5/8/2021,dsmanik,b,21,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,1.05,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,3,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$2.7000,5/8/2021,dsmanik,b,3,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.7,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,2,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$1.8000,5/8/2021,dsmanik,b,2,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,1.8,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,1,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.85,0,$0.9000,5/8/2021,dsmanik,b,1,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.9,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,50,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$2.5000,5/8/2021,dsmanik,b,50,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,2.5,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,13,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.0025,0,$0.6825,5/8/2021,dsmanik,b,13,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.6825,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,4,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0.0025,0,$0.2100,5/8/2021,dsmanik,b,4,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.21,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,8,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.4000,5/8/2021,dsmanik,b,8,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.4,undefined
0,08/05/2021,DSmanik,WEX-SWEEP,BYO,6,MYPS,MYPS,20/08/2021,$5.00,P,$0.20,DIFESA-OMNI,Per Unit,0.05,0,0,$0.3000,5/8/2021,dsmanik,b,6,myps,myps,20/8/2021,5,p,0.2,difesa,per unit,0.05,0.3,undefined
