Commission Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,WEX Connect Rate,Exch. Fee Rate,Clearing Fee,Total Charge
0.05,10/05/2021,DSmanik,WEX-BESTX-OPT,BYO,3,LICY,LICY,10/15/2021,$15.00 ,C,$0.15 ,DIFESA-OMNI,Per Unit,0,0.85,0,$2.70 
0.05,10/05/2021,DSmanik,WEX-BESTX-OPT,BYO,1,LICY,LICY,10/15/2021,$15.00 ,C,$0.15 ,DIFESA-OMNI,Per Unit,0,-0.5,0,($0.45)
0.05,10/05/2021,DSmanik,WEX-BESTX-OPT,BYO,6,LICY,LICY,10/15/2021,$15.00 ,C,$0.15 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.32 
0.05,10/05/2021,DFilippidis,,BYO,-500,LICY,LICY,10/15/2021,$15.00 ,C,$0.15 ,DIFESA-OMNI_ALLOCATIONS,Per Unit,0,0,0,($25.00)
0.05,10/05/2021,DFilippidis,,BYO,500,LICY,LICY,10/15/2021,$15.00 ,C,$0.15 ,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0,0,0,$25.00 
0.05,10/07/2021,DSmanik,WEX-SWEEP,SLO,10,CCV,CCV,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI,Per Unit,0,0.85,0,$9.00 
0,10/07/2021,DFilippidis,AWAY-MIZUHO-OSCARGRUSS,SLO,100,NOW,NOW,6/17/2022,$560.00 ,P,$36.50 ,MIZUHO-DERIVS,Per Unit,0.02,0,0,$2.00 
0.05,10/07/2021,DFilippidis,WEX-SWEEP,SLO,-10,CCV,CCV,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-OMNI_ALLOCATIONS,Per Unit,0,0,0,($0.50)
0.05,10/07/2021,DFilippidis,WEX-SWEEP,SLO,10,CCV,CCV,1/21/2022,$10.00 ,C,$0.15 ,VIVALDI-BNP-230_ALLOCATIONS,Per Unit,0,0,0,$0.50 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,1,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.30 ,DIFESA-OMNI,Per Unit,0,-0.86,0,($0.81)
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,9,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$8.10 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,1,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,8,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.40 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,12,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$10.80 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,8,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.40 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,8,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.40 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,1,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,1,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$0.90 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,8,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.0025,0,$0.42 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,94,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$84.60 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,3,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$2.70 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,4,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0,0,$0.20 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,8,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$7.20 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,72,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$64.80 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,5,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.79,0,$4.20 
0.05,10/08/2021,DSmanik,WEX-BESTX-OPT,BYO,7,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI,Per Unit,0,0.85,0,$6.30 
0.05,10/08/2021,DFilippidis,WEX-BESTX-OPT,BYO,-250,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-OMNI_ALLOCATIONS,Per Unit,0,0,0,($12.50)
0.05,10/08/2021,DFilippidis,WEX-BESTX-OPT,BYO,250,MYPS,MYPS,11/19/2021,$5.00 ,C,$0.35 ,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0,0,0,$12.50 
0.05,10/12/2021,DSmanik,WEX-BESTX-OPT,BYO,18,CYXT,CYXT,4/14/2022,$12.50 ,C,$0.65 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($14.40)
0.05,10/12/2021,DSmanik,WEX-BESTX-OPT,BYO,17,CYXT,CYXT,4/14/2022,$12.50 ,C,$0.65 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($13.60)
0.05,10/12/2021,DSmanik,WEX-BESTX-OPT,BYO,20,CYXT,CYXT,4/14/2022,$12.50 ,C,$0.65 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($16.00)
0.05,10/12/2021,DSmanik,WEX-BESTX-OPT,BYO,10,CYXT,CYXT,4/14/2022,$12.50 ,C,$0.65 ,DIFESA-OMNI,Per Unit,0,-0.85,0,($8.00)
0.05,10/12/2021,DSmanik,WEX-BESTX-OPT,BYO,19,CYXT,CYXT,4/14/2022,$12.50 ,C,$0.65 ,DIFESA-OMNI,Per Unit,0,-0.86,0,($15.39)
0.05,10/12/2021,DFilippidis,WEX-BESTX-OPT,BYO,-84,CYXT,CYXT,4/14/2022,$12.50 ,C,$0.65 ,DIFESA-OMNI_ALLOCATIONS,Per Unit,0,0,0,($4.20)
0.05,10/12/2021,DFilippidis,WEX-BESTX-OPT,BYO,84,CYXT,CYXT,4/14/2022,$12.50 ,C,$0.65 ,DIFESA-NFS-226_ALLOCATIONS,Per Unit,0,0,0,$4.20 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,2,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.10 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,4,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.20 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,4,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,0,$0.20 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.00 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,ISE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/13/2021,DSmanik,CBOE-OPT,SLO,1,AFRM,AFRM,3/18/2022,$130.00 ,P,$19.10 ,GOLDMAN,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.39 ,VIVALDI-OMNI,Per Unit,0,0.48,0,$2.12 
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.39 ,VIVALDI-OMNI,Per Unit,0,-0.43,0,($0.38)
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.39 ,VIVALDI-OMNI,Per Unit,0,-0.42,0,($0.37)
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.39 ,VIVALDI-OMNI,Per Unit,0,0.43,0,$0.48 
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.39 ,VIVALDI-OMNI,Per Unit,0,-0.43,0,($0.38)
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.39 ,VIVALDI-OMNI,Per Unit,0,-0.43,0,($0.38)
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,20,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.40 ,VIVALDI-OMNI,Per Unit,0,0.5,0,$11.00 
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,10,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.40 ,VIVALDI-OMNI,Per Unit,0,0.5,0,$5.50 
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,20,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.40 ,VIVALDI-OMNI,Per Unit,0,0.5,0,$11.00 
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.40 ,VIVALDI-OMNI,Per Unit,0,0.5,0,$0.55 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,9,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.45 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,3,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,8,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.40 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,3,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,11,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.55 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,6,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,8,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.40 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,3,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.96 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.95 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,13,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.65 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,6,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,6,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.30 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,3,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,7,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.35 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,7,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.35 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,5,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.25 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,3,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,8,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.40 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,3,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,3,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.15 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,4,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.20 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,2,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.10 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,CBOE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.94 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,ISE-OPT,BYO,1,AA,AA,1/21/2022,$35.00 ,P,$0.93 ,CITI,Per Unit,0,0,0,$0.05 
0.05,10/14/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,1/21/2022,$10.00 ,C,$0.40 ,VIVALDI-OMNI,Per Unit,0,-0.42,0,($0.74)
